year,round,date,quali_pos,points,statusId,position,dob,driver_nationality,constructor,constructor_nationality,GP_name,country,driver
2018,12,2018-07-29,10,1.0,11,10,1986-04-17,French,Haas F1 Team,American,Hungaroring,Hungary,Romain Grosjean
2019,12,2019-08-04,9,0.0,34,9,1986-04-17,French,Haas F1 Team,American,Hungaroring,Hungary,Romain Grosjean
2020,3,2020-07-19,18,0.0,11,18,1986-04-17,French,Haas F1 Team,American,Hungaroring,Hungary,Romain Grosjean
2016,11,2016-07-24,15,0.0,11,15,1991-08-05,Mexican,Haas F1 Team,American,Hungaroring,Hungary,Esteban Gutiérrez
2017,11,2017-07-30,15,0.0,11,16,1992-10-05,Danish,Haas F1 Team,American,Hungaroring,Hungary,Kevin Magnussen
2018,12,2018-07-29,9,6.0,11,9,1992-10-05,Danish,Haas F1 Team,American,Hungaroring,Hungary,Kevin Magnussen
2019,12,2019-08-04,14,0.0,11,15,1992-10-05,Danish,Haas F1 Team,American,Hungaroring,Hungary,Kevin Magnussen
2020,3,2020-07-19,16,1.0,11,16,1992-10-05,Danish,Haas F1 Team,American,Hungaroring,Hungary,Kevin Magnussen
1995,10,1995-08-13,23,0.0,5,23,1970-05-22,Brazilian,Forti,Italian,Hungaroring,Hungary,Pedro Diniz
1995,10,1995-08-13,21,0.0,6,21,1959-02-11,Brazilian,Forti,Italian,Hungaroring,Hungary,Roberto Moreno
2011,11,2011-07-31,21,0.0,15,22,1980-08-06,Italian,HRT,Spanish,Hungaroring,Hungary,Vitantonio Liuzzi
2010,12,2010-08-01,24,0.0,14,24,1982-07-09,Japanese,HRT,Spanish,Hungaroring,Hungary,Sakon Yamamoto
2012,11,2012-07-29,23,0.0,13,23,1971-02-24,Spanish,HRT,Spanish,Hungaroring,Hungary,Pedro de la Rosa
2012,11,2012-07-29,24,0.0,22,24,1977-01-14,Indian,HRT,Spanish,Hungaroring,Hungary,Narain Karthikeyan
2010,12,2010-08-01,22,0.0,13,23,1983-10-15,Brazilian,HRT,Spanish,Hungaroring,Hungary,Bruno Senna
2011,11,2011-07-31,22,0.0,14,23,1989-07-01,Australian,HRT,Spanish,Hungaroring,Hungary,Daniel Ricciardo
2007,11,2007-08-05,19,0.0,11,19,1977-01-28,Japanese,Super Aguri,Japanese,Hungaroring,Hungary,Takuma Sato
2006,13,2006-08-06,19,0.0,15,20,1977-01-28,Japanese,Super Aguri,Japanese,Hungaroring,Hungary,Takuma Sato
2007,11,2007-08-05,15,0.0,3,15,1979-04-18,British,Super Aguri,Japanese,Hungaroring,Hungary,Anthony Davidson
2006,13,2006-08-06,21,0.0,5,22,1982-07-09,Japanese,Super Aguri,Japanese,Hungaroring,Hungary,Sakon Yamamoto
2006,13,2006-08-06,22,0.0,13,21,1979-04-16,Dutch,MF1,Russian,Hungaroring,Hungary,Christijan Albers
2006,13,2006-08-06,16,0.0,13,16,1976-07-24,Portuguese,MF1,Russian,Hungaroring,Hungary,Tiago Monteiro
1995,10,1995-08-13,10,1.0,11,10,1966-09-02,French,Ligier,French,Hungaroring,Hungary,Olivier Panis
1994,10,1994-08-14,9,1.0,11,9,1966-09-02,French,Ligier,French,Hungaroring,Hungary,Olivier Panis
1995,10,1995-08-13,8,0.0,5,8,1959-06-01,British,Ligier,French,Hungaroring,Hungary,Martin Brundle
1994,10,1994-08-14,18,0.0,12,18,1964-08-24,French,Ligier,French,Hungaroring,Hungary,Éric Bernard
1995,10,1995-08-13,16,0.0,37,16,1966-11-30,Finnish,Tyrrell,British,Hungaroring,Hungary,Mika Salo
1995,10,1995-08-13,17,0.0,20,17,1963-05-29,Japanese,Tyrrell,British,Hungaroring,Hungary,Ukyo Katayama
1994,10,1994-08-14,5,0.0,4,5,1963-05-29,Japanese,Tyrrell,British,Hungaroring,Hungary,Ukyo Katayama
1994,10,1994-08-14,11,2.0,11,11,1966-04-08,British,Tyrrell,British,Hungaroring,Hungary,Mark Blundell
1994,10,1994-08-14,19,0.0,4,19,1968-01-13,Italian,Footwork,British,Hungaroring,Hungary,Gianni Morbidelli
1995,10,1995-08-13,18,0.0,5,18,1963-09-05,Japanese,Footwork,British,Hungaroring,Hungary,Taki Inoue
1995,10,1995-08-13,20,0.0,23,20,1969-10-03,Italian,Footwork,British,Hungaroring,Hungary,Massimiliano Papis
1994,10,1994-08-14,16,0.0,7,16,1971-01-18,Brazilian,Footwork,British,Hungaroring,Hungary,Christian Fittipaldi
1994,10,1994-08-14,23,0.0,13,23,1965-09-05,Australian,Simtek,British,Hungaroring,Hungary,David Brabham
1994,10,1994-08-14,26,0.0,64,26,1963-01-01,French,Simtek,British,Hungaroring,Hungary,Jean-Marc Gounon
1994,10,1994-08-14,24,0.0,10,24,1964-06-25,British,Team Lotus,British,Hungaroring,Hungary,Johnny Herbert
1994,10,1994-08-14,22,0.0,15,22,1966-10-23,Italian,Team Lotus,British,Hungaroring,Hungary,Alessandro Zanardi
1995,10,1995-08-13,22,0.0,14,22,1964-05-30,Italian,Pacific,British,Hungaroring,Hungary,Andrea Montermini
1995,10,1995-08-13,24,0.0,20,24,1958-02-18,Italian,Pacific,British,Hungaroring,Hungary,Giovanni Lavaggi
1994,10,1994-08-14,21,0.0,12,21,1963-09-28,French,Larrousse,French,Hungaroring,Hungary,Érik Comas
1994,10,1994-08-14,25,0.0,12,25,1969-11-23,Monegasque,Larrousse,French,Hungaroring,Hungary,Olivier Beretta
2019,12,2019-08-04,16,0.0,11,17,1990-01-26,Mexican,Racing Point,British,Hungaroring,Hungary,Sergio Pérez
2020,3,2020-07-19,4,6.0,11,4,1990-01-26,Mexican,Racing Point,British,Hungaroring,Hungary,Sergio Pérez
2019,12,2019-08-04,18,0.0,12,19,1998-10-29,Canadian,Racing Point,British,Hungaroring,Hungary,Lance Stroll
2020,3,2020-07-19,3,12.0,1,3,1998-10-29,Canadian,Racing Point,British,Hungaroring,Hungary,Lance Stroll
2020,3,2020-07-19,17,0.0,11,17,1994-04-26,Russian,AlphaTauri,Italian,Hungaroring,Hungary,Daniil Kvyat
2020,3,2020-07-19,10,0.0,5,10,1996-02-07,French,AlphaTauri,Italian,Hungaroring,Hungary,Pierre Gasly
2015,10,2015-07-26,20,0.0,14,20,1991-06-28,British,Manor Marussia,British,Hungaroring,Hungary,Will Stevens
2015,10,2015-07-26,19,0.0,12,19,1991-03-22,Spanish,Manor Marussia,British,Hungaroring,Hungary,Roberto Merhi
2016,11,2016-07-24,20,0.0,12,21,1994-10-18,German,Manor Marussia,British,Hungaroring,Hungary,Pascal Wehrlein
2016,11,2016-07-24,21,0.0,12,22,1993-01-22,Indonesian,Manor Marussia,British,Hungaroring,Hungary,Rio Haryanto
2009,11,2009-08-23,5,2.0,1,5,1980-01-19,British,Brawn,British,Valencia Street Circuit,Spain,Jenson Button
2009,11,2009-08-23,3,10.0,1,3,1972-05-23,Brazilian,Brawn,British,Valencia Street Circuit,Spain,Rubens Barrichello
2008,12,2008-08-24,16,0.0,11,16,1980-01-19,British,Honda,Japanese,Valencia Street Circuit,Spain,Jenson Button
2008,12,2008-08-24,19,0.0,11,19,1972-05-23,Brazilian,Honda,Japanese,Valencia Street Circuit,Spain,Rubens Barrichello
2009,11,2009-08-23,8,3.0,1,8,1981-07-29,Spanish,Renault,French,Valencia Street Circuit,Spain,Fernando Alonso
2008,12,2008-08-24,12,0.0,4,12,1981-07-29,Spanish,Renault,French,Valencia Street Circuit,Spain,Fernando Alonso
2011,8,2011-06-26,9,1.0,11,9,1977-05-10,German,Renault,French,Valencia Street Circuit,Spain,Nick Heidfeld
2010,9,2010-06-27,6,10.0,1,6,1984-12-07,Polish,Renault,French,Valencia Street Circuit,Spain,Robert Kubica
2008,12,2008-08-24,15,0.0,1,15,1985-07-25,Brazilian,Renault,French,Valencia Street Circuit,Spain,Nelson Piquet Jr.
2009,11,2009-08-23,14,0.0,1,14,1986-04-17,French,Renault,French,Valencia Street Circuit,Spain,Romain Grosjean
2010,9,2010-06-27,10,0.0,1,10,1984-09-08,Russian,Renault,French,Valencia Street Circuit,Spain,Vitaly Petrov
2011,8,2011-06-26,11,0.0,11,11,1984-09-08,Russian,Renault,French,Valencia Street Circuit,Spain,Vitaly Petrov
2010,9,2010-06-27,9,12.0,1,9,1972-05-23,Brazilian,Williams,British,Valencia Street Circuit,Spain,Rubens Barrichello
2011,8,2011-06-26,13,0.0,11,13,1972-05-23,Brazilian,Williams,British,Valencia Street Circuit,Spain,Rubens Barrichello
2009,11,2009-08-23,7,4.0,1,7,1985-06-27,German,Williams,British,Valencia Street Circuit,Spain,Nico Rosberg
2008,12,2008-08-24,9,1.0,1,9,1985-06-27,German,Williams,British,Valencia Street Circuit,Spain,Nico Rosberg
2009,11,2009-08-23,17,0.0,13,17,1985-01-11,Japanese,Williams,British,Valencia Street Circuit,Spain,Kazuki Nakajima
2008,12,2008-08-24,11,0.0,11,11,1985-01-11,Japanese,Williams,British,Valencia Street Circuit,Spain,Kazuki Nakajima
2010,9,2010-06-27,8,0.0,43,8,1987-08-19,German,Williams,British,Valencia Street Circuit,Spain,Nico Hülkenberg
2012,8,2012-06-24,14,1.0,1,14,1983-10-15,Brazilian,Williams,British,Valencia Street Circuit,Spain,Bruno Senna
2011,8,2011-06-26,15,0.0,11,15,1985-03-09,Venezuelan,Williams,British,Valencia Street Circuit,Spain,Pastor Maldonado
2012,8,2012-06-24,3,0.0,1,3,1985-03-09,Venezuelan,Williams,British,Valencia Street Circuit,Spain,Pastor Maldonado
2010,9,2010-06-27,7,15.0,1,7,1980-01-19,British,McLaren,British,Valencia Street Circuit,Spain,Jenson Button
2011,8,2011-06-26,6,8.0,1,6,1980-01-19,British,McLaren,British,Valencia Street Circuit,Spain,Jenson Button
2012,8,2012-06-24,9,4.0,1,9,1980-01-19,British,McLaren,British,Valencia Street Circuit,Spain,Jenson Button
2009,11,2009-08-23,2,5.0,1,2,1981-10-19,Finnish,McLaren,British,Valencia Street Circuit,Spain,Heikki Kovalainen
2008,12,2008-08-24,5,5.0,1,5,1981-10-19,Finnish,McLaren,British,Valencia Street Circuit,Spain,Heikki Kovalainen
2009,11,2009-08-23,1,8.0,1,1,1985-01-07,British,McLaren,British,Valencia Street Circuit,Spain,Lewis Hamilton
2008,12,2008-08-24,2,8.0,1,2,1985-01-07,British,McLaren,British,Valencia Street Circuit,Spain,Lewis Hamilton
2010,9,2010-06-27,3,18.0,1,3,1985-01-07,British,McLaren,British,Valencia Street Circuit,Spain,Lewis Hamilton
2011,8,2011-06-26,3,12.0,1,3,1985-01-07,British,McLaren,British,Valencia Street Circuit,Spain,Lewis Hamilton
2012,8,2012-06-24,2,0.0,4,2,1985-01-07,British,McLaren,British,Valencia Street Circuit,Spain,Lewis Hamilton
2010,9,2010-06-27,4,4.0,1,4,1981-07-29,Spanish,Ferrari,Italian,Valencia Street Circuit,Spain,Fernando Alonso
2011,8,2011-06-26,4,18.0,1,4,1981-07-29,Spanish,Ferrari,Italian,Valencia Street Circuit,Spain,Fernando Alonso
2012,8,2012-06-24,11,25.0,1,11,1981-07-29,Spanish,Ferrari,Italian,Valencia Street Circuit,Spain,Fernando Alonso
2009,11,2009-08-23,6,6.0,1,6,1979-10-17,Finnish,Ferrari,Italian,Valencia Street Circuit,Spain,Kimi Räikkönen
2008,12,2008-08-24,4,0.0,5,4,1979-10-17,Finnish,Ferrari,Italian,Valencia Street Circuit,Spain,Kimi Räikkönen
2008,12,2008-08-24,1,10.0,1,1,1981-04-25,Brazilian,Ferrari,Italian,Valencia Street Circuit,Spain,Felipe Massa
2010,9,2010-06-27,5,0.0,1,5,1981-04-25,Brazilian,Ferrari,Italian,Valencia Street Circuit,Spain,Felipe Massa
2011,8,2011-06-26,5,10.0,1,5,1981-04-25,Brazilian,Ferrari,Italian,Valencia Street Circuit,Spain,Felipe Massa
2012,8,2012-06-24,13,0.0,11,13,1981-04-25,Brazilian,Ferrari,Italian,Valencia Street Circuit,Spain,Felipe Massa
2009,11,2009-08-23,20,0.0,11,20,1971-01-25,Italian,Ferrari,Italian,Valencia Street Circuit,Spain,Luca Badoer
2009,11,2009-08-23,18,0.0,1,18,1974-07-13,Italian,Toyota,Japanese,Valencia Street Circuit,Spain,Jarno Trulli
2008,12,2008-08-24,7,4.0,1,7,1974-07-13,Italian,Toyota,Japanese,Valencia Street Circuit,Spain,Jarno Trulli
2009,11,2009-08-23,13,0.0,1,13,1982-03-18,German,Toyota,Japanese,Valencia Street Circuit,Spain,Timo Glock
2008,12,2008-08-24,13,2.0,1,13,1982-03-18,German,Toyota,Japanese,Valencia Street Circuit,Spain,Timo Glock
2010,9,2010-06-27,19,0.0,14,19,1974-07-13,Italian,Lotus,Malaysian,Valencia Street Circuit,Spain,Jarno Trulli
2011,8,2011-06-26,20,0.0,12,20,1974-07-13,Italian,Lotus,Malaysian,Valencia Street Circuit,Spain,Jarno Trulli
2010,9,2010-06-27,20,0.0,4,20,1981-10-19,Finnish,Lotus,Malaysian,Valencia Street Circuit,Spain,Heikki Kovalainen
2011,8,2011-06-26,19,0.0,12,19,1981-10-19,Finnish,Lotus,Malaysian,Valencia Street Circuit,Spain,Heikki Kovalainen
2010,9,2010-06-27,22,0.0,12,22,1982-03-18,German,Virgin,British,Valencia Street Circuit,Spain,Timo Glock
2011,8,2011-06-26,21,0.0,12,21,1982-03-18,German,Virgin,British,Valencia Street Circuit,Spain,Timo Glock
2010,9,2010-06-27,21,0.0,11,21,1984-08-11,Brazilian,Virgin,British,Valencia Street Circuit,Spain,Lucas di Grassi
2011,8,2011-06-26,23,0.0,12,23,1985-12-27,Belgian,Virgin,British,Valencia Street Circuit,Spain,Jérôme d'Ambrosio
2012,8,2012-06-24,23,0.0,1,23,1990-02-15,French,Marussia,Russian,Valencia Street Circuit,Spain,Charles Pic
2010,9,2010-06-27,12,1.0,1,12,1985-06-27,German,Mercedes,German,Valencia Street Circuit,Spain,Nico Rosberg
2011,8,2011-06-26,7,6.0,1,7,1985-06-27,German,Mercedes,German,Valencia Street Circuit,Spain,Nico Rosberg
2012,8,2012-06-24,6,8.0,1,6,1985-06-27,German,Mercedes,German,Valencia Street Circuit,Spain,Nico Rosberg
2010,9,2010-06-27,15,0.0,1,15,1969-01-03,German,Mercedes,German,Valencia Street Circuit,Spain,Michael Schumacher
2011,8,2011-06-26,8,0.0,11,8,1969-01-03,German,Mercedes,German,Valencia Street Circuit,Spain,Michael Schumacher
2012,8,2012-06-24,12,15.0,1,12,1969-01-03,German,Mercedes,German,Valencia Street Circuit,Spain,Michael Schumacher
2009,11,2009-08-23,15,0.0,23,15,1988-10-31,Swiss,Toro Rosso,Italian,Valencia Street Circuit,Spain,Sébastien Buemi
2010,9,2010-06-27,11,2.0,1,11,1988-10-31,Swiss,Toro Rosso,Italian,Valencia Street Circuit,Spain,Sébastien Buemi
2011,8,2011-06-26,17,0.0,11,17,1988-10-31,Swiss,Toro Rosso,Italian,Valencia Street Circuit,Spain,Sébastien Buemi
2008,12,2008-08-24,10,0.0,1,10,1979-02-28,French,Toro Rosso,Italian,Valencia Street Circuit,Spain,Sébastien Bourdais
2008,12,2008-08-24,6,3.0,1,6,1987-07-03,German,Toro Rosso,Italian,Valencia Street Circuit,Spain,Sebastian Vettel
2009,11,2009-08-23,19,0.0,11,19,1990-03-23,Spanish,Toro Rosso,Italian,Valencia Street Circuit,Spain,Jaime Alguersuari
2010,9,2010-06-27,17,0.0,1,17,1990-03-23,Spanish,Toro Rosso,Italian,Valencia Street Circuit,Spain,Jaime Alguersuari
2011,8,2011-06-26,18,4.0,11,18,1990-03-23,Spanish,Toro Rosso,Italian,Valencia Street Circuit,Spain,Jaime Alguersuari
2012,8,2012-06-24,17,0.0,1,17,1989-07-01,Australian,Toro Rosso,Italian,Valencia Street Circuit,Spain,Daniel Ricciardo
2012,8,2012-06-24,18,0.0,4,18,1990-04-25,French,Toro Rosso,Italian,Valencia Street Circuit,Spain,Jean-Éric Vergne
2009,11,2009-08-23,12,0.0,1,12,1983-01-11,German,Force India,Indian,Valencia Street Circuit,Spain,Adrian Sutil
2008,12,2008-08-24,20,0.0,3,20,1983-01-11,German,Force India,Indian,Valencia Street Circuit,Spain,Adrian Sutil
2010,9,2010-06-27,13,8.0,1,13,1983-01-11,German,Force India,Indian,Valencia Street Circuit,Spain,Adrian Sutil
2011,8,2011-06-26,10,2.0,11,10,1983-01-11,German,Force India,Indian,Valencia Street Circuit,Spain,Adrian Sutil
2009,11,2009-08-23,16,0.0,1,16,1973-01-14,Italian,Force India,Indian,Valencia Street Circuit,Spain,Giancarlo Fisichella
2008,12,2008-08-24,18,0.0,11,18,1973-01-14,Italian,Force India,Indian,Valencia Street Circuit,Spain,Giancarlo Fisichella
2010,9,2010-06-27,14,0.0,1,14,1980-08-06,Italian,Force India,Indian,Valencia Street Circuit,Spain,Vitantonio Liuzzi
2012,8,2012-06-24,8,10.0,1,8,1987-08-19,German,Force India,Indian,Valencia Street Circuit,Spain,Nico Hülkenberg
2011,8,2011-06-26,12,0.0,11,12,1986-04-16,British,Force India,Indian,Valencia Street Circuit,Spain,Paul di Resta
2012,8,2012-06-24,10,6.0,1,10,1986-04-16,British,Force India,Indian,Valencia Street Circuit,Spain,Paul di Resta
2010,9,2010-06-27,18,6.0,1,18,1986-09-13,Japanese,Sauber,Swiss,Valencia Street Circuit,Spain,Kamui Kobayashi
2011,8,2011-06-26,14,0.0,11,14,1986-09-13,Japanese,Sauber,Swiss,Valencia Street Circuit,Spain,Kamui Kobayashi
2012,8,2012-06-24,7,0.0,4,7,1986-09-13,Japanese,Sauber,Swiss,Valencia Street Circuit,Spain,Kamui Kobayashi
2010,9,2010-06-27,16,0.0,1,16,1971-02-24,Spanish,Sauber,Swiss,Valencia Street Circuit,Spain,Pedro de la Rosa
2011,8,2011-06-26,16,0.0,11,16,1990-01-26,Mexican,Sauber,Swiss,Valencia Street Circuit,Spain,Sergio Pérez
2012,8,2012-06-24,15,2.0,1,15,1990-01-26,Mexican,Sauber,Swiss,Valencia Street Circuit,Spain,Sergio Pérez
2009,11,2009-08-23,11,0.0,1,11,1977-05-10,German,BMW Sauber,German,Valencia Street Circuit,Spain,Nick Heidfeld
2008,12,2008-08-24,8,0.0,1,8,1977-05-10,German,BMW Sauber,German,Valencia Street Circuit,Spain,Nick Heidfeld
2009,11,2009-08-23,10,1.0,1,10,1984-12-07,Polish,BMW Sauber,German,Valencia Street Circuit,Spain,Robert Kubica
2008,12,2008-08-24,3,6.0,1,3,1984-12-07,Polish,BMW Sauber,German,Valencia Street Circuit,Spain,Robert Kubica
2009,11,2009-08-23,9,0.0,1,9,1976-08-27,Australian,Red Bull,Austrian,Valencia Street Circuit,Spain,Mark Webber
2008,12,2008-08-24,14,0.0,11,14,1976-08-27,Australian,Red Bull,Austrian,Valencia Street Circuit,Spain,Mark Webber
2010,9,2010-06-27,2,0.0,4,2,1976-08-27,Australian,Red Bull,Austrian,Valencia Street Circuit,Spain,Mark Webber
2011,8,2011-06-26,2,15.0,1,2,1976-08-27,Australian,Red Bull,Austrian,Valencia Street Circuit,Spain,Mark Webber
2012,8,2012-06-24,19,12.0,1,19,1976-08-27,Australian,Red Bull,Austrian,Valencia Street Circuit,Spain,Mark Webber
2009,11,2009-08-23,4,0.0,5,4,1987-07-03,German,Red Bull,Austrian,Valencia Street Circuit,Spain,Sebastian Vettel
2010,9,2010-06-27,1,25.0,1,1,1987-07-03,German,Red Bull,Austrian,Valencia Street Circuit,Spain,Sebastian Vettel
2011,8,2011-06-26,1,25.0,1,1,1987-07-03,German,Red Bull,Austrian,Valencia Street Circuit,Spain,Sebastian Vettel
2012,8,2012-06-24,1,0.0,6,1,1987-07-03,German,Red Bull,Austrian,Valencia Street Circuit,Spain,Sebastian Vettel
2008,12,2008-08-24,17,0.0,11,17,1971-03-27,British,Red Bull,Austrian,Valencia Street Circuit,Spain,David Coulthard
2012,8,2012-06-24,5,18.0,1,5,1979-10-17,Finnish,Lotus F1,British,Valencia Street Circuit,Spain,Kimi Räikkönen
2012,8,2012-06-24,4,0.0,40,4,1986-04-17,French,Lotus F1,British,Valencia Street Circuit,Spain,Romain Grosjean
2012,8,2012-06-24,16,0.0,1,16,1981-10-19,Finnish,Caterham,Malaysian,Valencia Street Circuit,Spain,Heikki Kovalainen
2012,8,2012-06-24,20,0.0,1,20,1984-09-08,Russian,Caterham,Malaysian,Valencia Street Circuit,Spain,Vitaly Petrov
2011,8,2011-06-26,22,0.0,13,22,1980-08-06,Italian,HRT,Spanish,Valencia Street Circuit,Spain,Vitantonio Liuzzi
2012,8,2012-06-24,21,0.0,11,21,1971-02-24,Spanish,HRT,Spanish,Valencia Street Circuit,Spain,Pedro de la Rosa
2011,8,2011-06-26,24,0.0,13,24,1977-01-14,Indian,HRT,Spanish,Valencia Street Circuit,Spain,Narain Karthikeyan
2012,8,2012-06-24,22,0.0,11,22,1977-01-14,Indian,HRT,Spanish,Valencia Street Circuit,Spain,Narain Karthikeyan
2010,9,2010-06-27,24,0.0,12,24,1983-10-15,Brazilian,HRT,Spanish,Valencia Street Circuit,Spain,Bruno Senna
2010,9,2010-06-27,23,0.0,12,23,1984-01-19,Indian,HRT,Spanish,Valencia Street Circuit,Spain,Karun Chandhok
2009,12,2009-08-30,14,0.0,4,14,1980-01-19,British,Brawn,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2009,12,2009-08-30,4,2.0,1,4,1972-05-23,Brazilian,Brawn,British,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
2008,13,2008-09-07,17,0.0,11,17,1980-01-19,British,Honda,Japanese,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2007,14,2007-09-16,12,0.0,9,12,1980-01-19,British,Honda,Japanese,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2008,13,2008-09-07,16,0.0,6,16,1972-05-23,Brazilian,Honda,Japanese,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
2007,14,2007-09-16,17,0.0,11,17,1972-05-23,Brazilian,Honda,Japanese,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
2005,16,2005-09-11,8,6.0,1,9,1980-01-19,British,BAR,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2004,14,2004-08-29,12,0.0,4,12,1980-01-19,British,BAR,British,Circuit de Spa-Francorchamps,Belgium,Jenson Button
2005,16,2005-09-11,10,0.0,3,11,1977-01-28,Japanese,BAR,British,Circuit de Spa-Francorchamps,Belgium,Takuma Sato
2004,14,2004-08-29,15,0.0,4,15,1977-01-28,Japanese,BAR,British,Circuit de Spa-Francorchamps,Belgium,Takuma Sato
2004,14,2004-08-29,1,0.0,1,1,1974-07-13,Italian,Renault,French,Circuit de Spa-Francorchamps,Belgium,Jarno Trulli
2009,12,2009-08-30,13,0.0,31,13,1981-07-29,Spanish,Renault,French,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2008,13,2008-09-07,6,5.0,1,6,1981-07-29,Spanish,Renault,French,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2005,16,2005-09-11,4,8.0,1,5,1981-07-29,Spanish,Renault,French,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2004,14,2004-08-29,3,0.0,5,3,1981-07-29,Spanish,Renault,French,Circuit de Spa-Francorchamps,Belgium,Fernando Alonso
2007,14,2007-09-16,22,0.0,22,22,1973-01-14,Italian,Renault,French,Circuit de Spa-Francorchamps,Belgium,Giancarlo Fisichella
2005,16,2005-09-11,13,0.0,3,3,1973-01-14,Italian,Renault,French,Circuit de Spa-Francorchamps,Belgium,Giancarlo Fisichella
2010,13,2010-08-29,3,15.0,1,3,1984-12-07,Polish,Renault,French,Circuit de Spa-Francorchamps,Belgium,Robert Kubica
2008,13,2008-09-07,12,0.0,20,12,1985-07-25,Brazilian,Renault,French,Circuit de Spa-Francorchamps,Belgium,Nelson Piquet Jr.
2007,14,2007-09-16,9,1.0,1,9,1981-10-19,Finnish,Renault,French,Circuit de Spa-Francorchamps,Belgium,Heikki Kovalainen
2009,12,2009-08-30,19,0.0,4,19,1986-04-17,French,Renault,French,Circuit de Spa-Francorchamps,Belgium,Romain Grosjean
2017,12,2017-08-27,7,8.0,1,7,1987-08-19,German,Renault,French,Circuit de Spa-Francorchamps,Belgium,Nico Hülkenberg
2018,13,2018-08-26,20,0.0,3,15,1987-08-19,German,Renault,French,Circuit de Spa-Francorchamps,Belgium,Nico Hülkenberg
2019,13,2019-09-01,12,4.0,1,7,1987-08-19,German,Renault,French,Circuit de Spa-Francorchamps,Belgium,Nico Hülkenberg
2011,12,2011-08-28,7,0.0,1,7,1983-10-15,Brazilian,Renault,French,Circuit de Spa-Francorchamps,Belgium,Bruno Senna
2010,13,2010-08-29,23,2.0,1,24,1984-09-08,Russian,Renault,French,Circuit de Spa-Francorchamps,Belgium,Vitaly Petrov
2011,12,2011-08-28,10,2.0,1,10,1984-09-08,Russian,Renault,French,Circuit de Spa-Francorchamps,Belgium,Vitaly Petrov
2019,13,2019-09-01,10,0.0,11,6,1989-07-01,Australian,Renault,French,Circuit de Spa-Francorchamps,Belgium,Daniel Ricciardo
2016,13,2016-08-28,12,0.0,3,12,1992-10-05,Danish,Renault,French,Circuit de Spa-Francorchamps,Belgium,Kevin Magnussen
2018,13,2018-08-26,14,0.0,11,16,1994-09-01,Spanish,Renault,French,Circuit de Spa-Francorchamps,Belgium,Carlos Sainz
2016,13,2016-08-28,13,0.0,1,14,1991-01-20,British,Renault,French,Circuit de Spa-Francorchamps,Belgium,Jolyon Palmer
2017,12,2017-08-27,14,0.0,1,10,1991-01-20,British,Renault,French,Circuit de Spa-Francorchamps,Belgium,Jolyon Palmer
1998,13,1998-08-30,7,0.0,4,7,1973-01-14,Italian,Benetton,Italian,Circuit de Spa-Francorchamps,Belgium,Giancarlo Fisichella
1998,13,1998-08-30,11,0.0,4,11,1974-02-15,Austrian,Benetton,Italian,Circuit de Spa-Francorchamps,Belgium,Alexander Wurz
1995,11,1995-08-27,16,10.0,1,16,1969-01-03,German,Benetton,Italian,Circuit de Spa-Francorchamps,Belgium,Michael Schumacher
1994,11,1994-08-28,2,0.0,2,2,1969-01-03,German,Benetton,Italian,Circuit de Spa-Francorchamps,Belgium,Michael Schumacher
1994,11,1994-08-28,6,4.0,1,6,1972-03-04,Dutch,Benetton,Italian,Circuit de Spa-Francorchamps,Belgium,Jos Verstappen
1995,11,1995-08-27,4,0.0,1,4,1964-06-25,British,Benetton,Italian,Circuit de Spa-Francorchamps,Belgium,Johnny Herbert
2010,13,2010-08-29,7,0.0,4,7,1972-05-23,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
2011,12,2011-08-28,14,0.0,11,14,1972-05-23,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Rubens Barrichello
2009,12,2009-08-30,10,1.0,1,10,1985-06-27,German,Williams,British,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2008,13,2008-09-07,15,0.0,11,15,1985-06-27,German,Williams,British,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2007,14,2007-09-16,5,3.0,1,5,1985-06-27,German,Williams,British,Circuit de Spa-Francorchamps,Belgium,Nico Rosberg
2005,16,2005-09-11,9,5.0,1,10,1976-08-27,Australian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Mark Webber
2019,13,2019-09-01,0,0.0,11,20,1984-12-07,Polish,Williams,British,Circuit de Spa-Francorchamps,Belgium,Robert Kubica
2014,12,2014-08-24,9,0.0,1,9,1981-04-25,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
2015,11,2015-08-23,6,8.0,1,7,1981-04-25,Brazilian,Williams,British,Circuit de Spa-Francorchamps,Belgium,Felipe Massa
